t	S	I	R
2.41	998.46	1.26701	0.273343
2.42	998.457	1.26835	0.274586
2.43	998.454	1.26969	0.275832
2.44	998.452	1.27103	0.277078
2.45	998.449	1.27237	0.278326
2.46	998.447	1.27371	0.279575
2.47	998.444	1.27506	0.280825
2.48	998.442	1.2764	0.282077
2.49	998.439	1.27775	0.28333
2.5	998.436	1.2791	0.284584
2.51	998.434	1.28045	0.28584
2.52	998.431	1.2818	0.287097
2.53	998.428	1.28316	0.288355
2.54	998.426	1.28451	0.289615
2.55	998.423	1.28587	0.290876
2.56	998.421	1.28722	0.292138
2.57	998.418	1.28858	0.293402
2.58	998.415	1.28994	0.294667
2.59	998.413	1.29131	0.295933
2.6	998.41	1.29267	0.297201
2.61	998.407	1.29403	0.29847
2.62	998.405	1.2954	0.29974
2.63	998.402	1.29677	0.301012
2.64	998.4	1.29814	0.302285
2.65	998.397	1.29951	0.303559
2.66	998.394	1.30088	0.304835
2.67	998.392	1.30225	0.306112
2.68	998.389	1.30363	0.30739
2.69	998.386	1.305	0.30867
2.7	998.384	1.30638	0.309951
2.71	998.381	1.30776	0.311234
2.72	998.378	1.30914	0.312518
2.73	998.376	1.31052	0.313803
2.74	998.373	1.3119	0.315089
2.75	998.37	1.31329	0.316377
2.76	998.368	1.31468	0.317666
2.77	998.365	1.31606	0.318957
2.78	998.362	1.31745	0.320249
2.79	998.36	1.31884	0.321542
2.8	998.357	1.32024	0.322837
2.81	998.354	1.32163	0.324133
2.82	998.352	1.32302	0.32543
2.83	998.349	1.32442	0.326729
2.84	998.346	1.32582	0.328029
2.85	998.343	1.32722	0.329331
2.86	998.341	1.32862	0.330634
2.87	998.338	1.33002	0.331938
2.88	998.335	1.33143	0.333244
2.89	998.333	1.33283	0.334551
2.9	998.33	1.33424	0.335859
2.91	998.327	1.33565	0.337169
2.92	998.324	1.33706	0.33848
2.93	998.322	1.33847	0.339793
2.94	998.319	1.33988	0.341107
2.95	998.316	1.34129	0.342422
2.96	998.314	1.34271	0.343739
2.97	998.311	1.34413	0.345057
2.98	998.308	1.34555	0.346376
2.99	998.305	1.34697	0.347697
3	998.303	1.34839	0.34902
3.01	998.3	1.34983	0.35044
3.02	998.297	1.35127	0.351862
3.03	998.294	1.35271	0.353286
3.04	998.291	1.35415	0.354711
3.05	998.288	1.35559	0.356138
3.06	998.285	1.35704	0.357566
3.07	998.283	1.35849	0.358996
3.08	998.28	1.35994	0.360427
3.09	998.277	1.36139	0.36186
3.1	998.274	1.36284	0.363294
3.11	998.271	1.36429	0.36473
3.12	998.268	1.36575	0.366167
3.13	998.265	1.3672	0.367606
3.14	998.262	1.36866	0.369046
3.15	998.259	1.37012	0.370488
3.16	998.256	1.37158	0.371932
3.17	998.254	1.37304	0.373377
3.18	998.251	1.37451	0.374823
3.19	998.248	1.37597	0.376271
3.2	998.245	1.37744	0.377721
3.21	998.242	1.37891	0.379172
3.22	998.239	1.38038	0.380625
3.23	998.236	1.38185	0.382079
3.24	998.233	1.38333	0.383535
3.25	998.23	1.3848	0.384992
3.26	998.227	1.38628	0.386451
3.27	998.224	1.38776	0.387912
3.28	998.221	1.38924	0.389374
3.29	998.218	1.39072	0.390837
3.3	998.215	1.3922	0.392303
3.31	998.213	1.39369	0.393769
3.32	998.21	1.39517	0.395238
3.33	998.207	1.39666	0.396707
3.34	998.204	1.39815	0.398179
3.35	998.201	1.39964	0.399652
3.36	998.198	1.40113	0.401126
3.37	998.195	1.40263	0.402603
3.38	998.192	1.40412	0.40408
3.39	998.189	1.40562	0.40556
3.4	998.186	1.40712	0.40704
3.41	998.183	1.40862	0.408523
3.42	998.18	1.41012	0.410007
3.43	998.177	1.41162	0.411493
3.44	998.174	1.41313	0.41298
3.45	998.171	1.41464	0.414468
3.46	998.168	1.41614	0.415959
3.47	998.165	1.41765	0.417451
3.48	998.162	1.41917	0.418944
3.49	998.159	1.42068	0.42044
3.5	998.156	1.42219	0.421936
3.51	998.153	1.42371	0.423435
3.52	998.15	1.42523	0.424935
3.53	998.147	1.42675	0.426436
3.54	998.144	1.42827	0.427939
3.55	998.141	1.42979	0.429444
3.56	998.138	1.43132	0.43095
3.57	998.135	1.43284	0.432458
3.58	998.132	1.43437	0.433968
3.59	998.129	1.4359	0.435479
3.6	998.126	1.43743	0.436992
3.61	998.123	1.43896	0.438506
3.62	998.119	1.4405	0.440022
3.63	998.116	1.44203	0.44154
3.64	998.113	1.44357	0.443059
3.65	998.11	1.44511	0.44458
3.66	998.107	1.44665	0.446102
3.67	998.104	1.44819	0.447626
3.68	998.101	1.44974	0.449152
3.69	998.098	1.45128	0.450679
3.7	998.095	1.45283	0.452208
3.71	998.092	1.45438	0.453739
3.72	998.089	1.45593	0.455271
3.73	998.086	1.45748	0.456805
3.74	998.083	1.45903	0.458341
3.75	998.08	1.46059	0.459878
3.76	998.076	1.46215	0.461416
3.77	998.073	1.46371	0.462957
3.78	998.07	1.46527	0.464499
3.79	998.067	1.46683	0.466043
3.8	998.064	1.46839	0.467588
3.81	998.061	1.46996	0.469135
3.82	998.058	1.47152	0.470684
3.83	998.055	1.47309	0.472234
3.84	998.052	1.47466	0.473786
3.85	998.048	1.47624	0.47534
3.86	998.045	1.47781	0.476895
3.87	998.042	1.47938	0.478452
3.88	998.039	1.48096	0.48001
3.89	998.036	1.48254	0.481571
3.9	998.033	1.48412	0.483132
3.91	998.03	1.4857	0.484696
3.92	998.026	1.48729	0.486261
3.93	998.023	1.48887	0.487828
3.94	998.02	1.49046	0.489397
3.95	998.017	1.49205	0.490967
3.96	998.014	1.49364	0.492539
3.97	998.011	1.49523	0.494113
3.98	998.007	1.49682	0.495688
3.99	998.004	1.49842	0.497265
4	998.001	1.50002	0.498843
4.01	997.998	1.50173	0.500404
4.02	997.995	1.50344	0.501967
4.03	997.991	1.50515	0.503531
4.04	997.988	1.50687	0.505097
4.05	997.985	1.50859	0.506665
4.06	997.981	1.5103	0.508235
4.07	997.978	1.51203	0.509806
4.08	997.975	1.51375	0.51138
4.09	997.972	1.51548	0.512955
4.1	997.968	1.5172	0.514532
4.11	997.965	1.51893	0.51611
4.12	997.962	1.52066	0.517691
4.13	997.958	1.5224	0.519273
4.14	997.955	1.52413	0.520857
4.15	997.952	1.52587	0.522443
4.16	997.948	1.52761	0.524031
4.17	997.945	1.52935	0.52562
4.18	997.942	1.53109	0.527212
4.19	997.938	1.53284	0.528805
4.2	997.935	1.53458	0.5304
4.21	997.932	1.53633	0.531997
4.22	997.928	1.53809	0.533595
4.23	997.925	1.53984	0.535196
4.24	997.922	1.54159	0.536798
4.25	997.918	1.54335	0.538402
4.26	997.915	1.54511	0.540008
4.27	997.912	1.54687	0.541616
4.28	997.908	1.54863	0.543225
4.29	997.905	1.5504	0.544836
4.3	997.901	1.55217	0.54645
4.31	997.898	1.55393	0.548065
4.32	997.895	1.55571	0.549682
4.33	997.891	1.55748	0.5513
4.34	997.888	1.55925	0.552921
4.35	997.884	1.56103	0.554543
4.36	997.881	1.56281	0.556168
4.37	997.878	1.56459	0.557794
4.38	997.874	1.56637	0.559422
4.39	997.871	1.56816	0.561052
4.4	997.867	1.56995	0.562683
4.41	997.864	1.57173	0.564317
4.42	997.861	1.57353	0.565952
4.43	997.857	1.57532	0.56759
4.44	997.854	1.57711	0.569229
4.45	997.85	1.57891	0.57087
4.46	997.847	1.58071	0.572513
4.47	997.843	1.58251	0.574157
4.48	997.84	1.58432	0.575804
4.49	997.836	1.58612	0.577453
4.5	997.833	1.58793	0.579103
4.51	997.83	1.58974	0.580755
4.52	997.826	1.59155	0.582409
4.53	997.823	1.59336	0.584066
4.54	997.819	1.59518	0.585723
4.55	997.816	1.597	0.587383
4.56	997.812	1.59882	0.589045
4.57	997.809	1.60064	0.590709
4.58	997.805	1.60246	0.592374
4.59	997.802	1.60429	0.594041
4.6	997.798	1.60612	0.595711
4.61	997.795	1.60795	0.597382
4.62	997.791	1.60978	0.599055
4.63	997.788	1.61161	0.60073
4.64	997.784	1.61345	0.602407
4.65	997.781	1.61529	0.604086
4.66	997.777	1.61713	0.605767
4.67	997.774	1.61897	0.607449
4.68	997.77	1.62082	0.609134
4.69	997.767	1.62266	0.61082
4.7	997.763	1.62451	0.612509
4.71	997.759	1.62636	0.614199
4.72	997.756	1.62822	0.615891
4.73	997.752	1.63007	0.617586
4.74	997.749	1.63193	0.619282
4.75	997.745	1.63379	0.62098
4.76	997.742	1.63565	0.62268
4.77	997.738	1.63751	0.624382
4.78	997.735	1.63938	0.626086
4.79	997.731	1.64125	0.627791
4.8	997.727	1.64312	0.629499
4.81	997.724	1.64499	0.631209
4.82	997.72	1.64686	0.63292
4.83	997.717	1.64874	0.634634
4.84	997.713	1.65062	0.63635
4.85	997.709	1.6525	0.638067
4.86	997.706	1.65438	0.639787
4.87	997.702	1.65626	0.641508
4.88	997.699	1.65815	0.643231
4.89	997.695	1.66004	0.644957
4.9	997.691	1.66193	0.646684
4.91	997.688	1.66382	0.648413
4.92	997.684	1.66572	0.650144
4.93	997.681	1.66762	0.651878
4.94	997.677	1.66952	0.653613
4.95	997.673	1.67142	0.65535
4.96	997.67	1.67332	0.657089
4.97	997.666	1.67523	0.65883
4.98	997.662	1.67714	0.660573
4.99	997.659	1.67905	0.662319
5	997.655	1.68096	0.664066
5.01	997.651	1.68256	0.66597
5.02	997.648	1.68417	0.667876
5.03	997.644	1.68577	0.669784
5.04	997.641	1.68738	0.671694
5.05	997.637	1.68899	0.673606
5.06	997.634	1.6906	0.675519
5.07	997.63	1.69221	0.677435
5.08	997.627	1.69382	0.679352
5.09	997.623	1.69544	0.681271
5.1	997.62	1.69705	0.683192
5.11	997.616	1.69867	0.685114
5.12	997.613	1.70029	0.687039
5.13	997.609	1.70191	0.688965
5.14	997.606	1.70353	0.690893
5.15	997.602	1.70516	0.692823
5.16	997.598	1.70678	0.694755
5.17	997.595	1.70841	0.696689
5.18	997.591	1.71004	0.698625
5.19	997.588	1.71167	0.700562
5.2	997.584	1.7133	0.702501
5.21	997.581	1.71493	0.704442
5.22	997.577	1.71657	0.706385
5.23	997.573	1.7182	0.70833
5.24	997.57	1.71984	0.710276
5.25	997.566	1.72148	0.712225
5.26	997.563	1.72312	0.714175
5.27	997.559	1.72476	0.716127
5.28	997.556	1.72641	0.718082
5.29	997.552	1.72805	0.720037
5.3	997.548	1.7297	0.721995
5.31	997.545	1.73135	0.723955
5.32	997.541	1.733	0.725916
5.33	997.537	1.73465	0.72788
5.34	997.534	1.7363	0.729845
5.35	997.53	1.73796	0.731812
5.36	997.527	1.73961	0.733781
5.37	997.523	1.74127	0.735752
5.38	997.519	1.74293	0.737725
5.39	997.516	1.74459	0.739699
5.4	997.512	1.74626	0.741676
5.41	997.508	1.74792	0.743654
5.42	997.505	1.74959	0.745635
5.43	997.501	1.75125	0.747617
5.44	997.497	1.75292	0.749601
5.45	997.494	1.75459	0.751587
5.46	997.49	1.75626	0.753575
5.47	997.486	1.75794	0.755564
5.48	997.483	1.75961	0.757556
5.49	997.479	1.76129	0.75955
5.5	997.475	1.76297	0.761545
5.51	997.472	1.76465	0.763542
5.52	997.468	1.76633	0.765542
5.53	997.464	1.76801	0.767543
5.54	997.461	1.7697	0.769546
5.55	997.457	1.77138	0.771551
5.56	997.453	1.77307	0.773558
5.57	997.45	1.77476	0.775566
5.58	997.446	1.77645	0.777577
5.59	997.442	1.77815	0.77959
5.6	997.439	1.77984	0.781604
5.61	997.435	1.78154	0.783621
5.62	997.431	1.78323	0.785639
5.63	997.427	1.78493	0.787659
5.64	997.424	1.78663	0.789682
5.65	997.42	1.78834	0.791706
5.66	997.416	1.79004	0.793732
5.67	997.412	1.79175	0.79576
5.68	997.409	1.79345	0.79779
5.69	997.405	1.79516	0.799822
5.7	997.401	1.79687	0.801855
5.71	997.398	1.79858	0.803891
5.72	997.394	1.8003	0.805929
5.73	997.39	1.80201	0.807968
5.74	997.386	1.80373	0.81001
5.75	997.382	1.80545	0.812053
5.76	997.379	1.80717	0.814099
5.77	997.375	1.80889	0.816146
5.78	997.371	1.81061	0.818196
5.79	997.367	1.81234	0.820247
5.8	997.364	1.81406	0.8223
5.81	997.36	1.81579	0.824356
5.82	997.356	1.81752	0.826413
5.83	997.352	1.81925	0.828472
5.84	997.348	1.82099	0.830533
5.85	997.345	1.82272	0.832596
5.86	997.341	1.82446	0.834661
5.87	997.337	1.8262	0.836728
5.88	997.333	1.82794	0.838797
5.89	997.329	1.82968	0.840868
5.9	997.326	1.83142	0.842941
5.91	997.322	1.83317	0.845016
5.92	997.318	1.83491	0.847093
5.93	997.314	1.83666	0.849171
5.94	997.31	1.83841	0.851252
5.95	997.307	1.84016	0.853335
5.96	997.303	1.84191	0.85542
5.97	997.299	1.84367	0.857507
5.98	997.295	1.84542	0.859595
5.99	997.291	1.84718	0.861686
6	997.287	1.84894	0.863779
6.01	997.283	1.85102	0.865706
6.02	997.279	1.8531	0.867635
6.03	997.275	1.85518	0.869567
6.04	997.271	1.85726	0.8715
6.05	997.267	1.85935	0.873436
6.06	997.263	1.86144	0.875374
6.07	997.259	1.86353	0.877314
6.08	997.255	1.86562	0.879257
6.09	997.251	1.86772	0.881201
6.1	997.247	1.86982	0.883148
6.11	997.243	1.87192	0.885097
6.12	997.239	1.87402	0.887048
6.13	997.235	1.87612	0.889001
6.14	997.231	1.87823	0.890956
6.15	997.227	1.88034	0.892914
6.16	997.223	1.88245	0.894874
6.17	997.219	1.88457	0.896836
6.18	997.215	1.88668	0.8988
6.19	997.21	1.8888	0.900767
6.2	997.206	1.89092	0.902735
6.21	997.202	1.89305	0.904706
6.22	997.198	1.89517	0.906679
6.23	997.194	1.8973	0.908654
6.24	997.19	1.89943	0.910632
6.25	997.186	1.90157	0.912612
6.26	997.182	1.9037	0.914594
6.27	997.178	1.90584	0.916578
6.28	997.173	1.90798	0.918564
6.29	997.169	1.91012	0.920553
6.3	997.165	1.91227	0.922544
6.31	997.161	1.91441	0.924537
6.32	997.157	1.91656	0.926532
6.33	997.153	1.91872	0.92853
6.34	997.149	1.92087	0.93053
6.35	997.144	1.92303	0.932532
6.36	997.14	1.92519	0.934536
6.37	997.136	1.92735	0.936543
6.38	997.132	1.92951	0.938552
6.39	997.128	1.93168	0.940563
6.4	997.124	1.93385	0.942576
6.41	997.119	1.93602	0.944592
6.42	997.115	1.9382	0.946609
6.43	997.111	1.94037	0.94863
6.44	997.107	1.94255	0.950652
6.45	997.103	1.94473	0.952677
6.46	997.098	1.94692	0.954704
6.47	997.094	1.9491	0.956733
6.48	997.09	1.95129	0.958764
6.49	997.086	1.95348	0.960798
6.5	997.081	1.95568	0.962834
6.51	997.077	1.95787	0.964873
6.52	997.073	1.96007	0.966913
6.53	997.069	1.96227	0.968956
6.54	997.065	1.96447	0.971001
6.55	997.06	1.96668	0.973049
6.56	997.056	1.96889	0.975099
6.57	997.052	1.9711	0.977151
6.58	997.047	1.97331	0.979205
6.59	997.043	1.97553	0.981262
6.6	997.039	1.97775	0.983321
6.61	997.035	1.97997	0.985382
6.62	997.03	1.98219	0.987446
6.63	997.026	1.98441	0.989512
6.64	997.022	1.98664	0.99158
6.65	997.017	1.98887	0.993651
6.66	997.013	1.99111	0.995724
6.67	997.009	1.99334	0.997799
6.68	997.005	1.99558	0.999877
6.69	997	1.99782	1.00196
6.7	996.996	2.00006	1.00404
6.71	996.992	2.00231	1.00612
6.72	996.987	2.00456	1.00821
6.73	996.983	2.00681	1.0103
6.74	996.979	2.00906	1.01239
6.75	996.974	2.01131	1.01449
6.76	996.97	2.01357	1.01658
6.77	996.965	2.01583	1.01868
6.78	996.961	2.0181	1.02078
6.79	996.957	2.02036	1.02289
6.8	996.952	2.02263	1.02499
6.81	996.948	2.0249	1.0271
6.82	996.944	2.02717	1.02921
6.83	996.939	2.02945	1.03132
6.84	996.935	2.03173	1.03344
6.85	996.93	2.03401	1.03556
6.86	996.926	2.03629	1.03768
6.87	996.922	2.03858	1.0398
6.88	996.917	2.04086	1.04192
6.89	996.913	2.04316	1.04405
6.9	996.908	2.04545	1.04618
6.91	996.904	2.04774	1.04831
6.92	996.9	2.05004	1.05045
6.93	996.895	2.05234	1.05258
6.94	996.891	2.05465	1.05472
6.95	996.886	2.05695	1.05686
6.96	996.882	2.05926	1.05901
6.97	996.877	2.06157	1.06115
6.98	996.873	2.06389	1.0633
6.99	996.868	2.0662	1.06545
7	996.864	2.06852	1.06761
7.01	996.859	2.0712	1.06959
7.02	996.855	2.07387	1.07158
7.03	996.85	2.07655	1.07357
7.04	996.845	2.07923	1.07556
7.05	996.841	2.08192	1.07756
7.06	996.836	2.0846	1.07955
7.07	996.831	2.0873	1.08155
7.08	996.826	2.08999	1.08356
7.09	996.822	2.09269	1.08556
7.1	996.817	2.09539	1.08757
7.11	996.812	2.0981	1.08958
7.12	996.808	2.10081	1.09159
7.13	996.803	2.10352	1.09361
7.14	996.798	2.10624	1.09563
7.15	996.793	2.10896	1.09765
7.16	996.789	2.11168	1.09967
7.17	996.784	2.11441	1.1017
7.18	996.779	2.11714	1.10373
7.19	996.774	2.11988	1.10576
7.2	996.77	2.12261	1.10779
7.21	996.765	2.12535	1.10983
7.22	996.76	2.1281	1.11187
7.23	996.755	2.13085	1.11391
7.24	996.75	2.1336	1.11595
7.25	996.746	2.13635	1.118
7.26	996.741	2.13911	1.12005
7.27	996.736	2.14187	1.1221
7.28	996.731	2.14464	1.12416
7.29	996.726	2.14741	1.12622
7.3	996.722	2.15018	1.12828
7.31	996.717	2.15296	1.13034
7.32	996.712	2.15574	1.1324
7.33	996.707	2.15852	1.13447
7.34	996.702	2.16131	1.13654
7.35	996.697	2.1641	1.13862
7.36	996.692	2.16689	1.14069
7.37	996.688	2.16969	1.14277
7.38	996.683	2.17249	1.14485
7.39	996.678	2.1753	1.14694
7.4	996.673	2.17811	1.14903
7.41	996.668	2.18092	1.15112
7.42	996.663	2.18373	1.15321
7.43	996.658	2.18655	1.1553
7.44	996.653	2.18938	1.1574
7.45	996.648	2.1922	1.1595
7.46	996.643	2.19503	1.16161
7.47	996.638	2.19787	1.16371
7.48	996.633	2.20071	1.16582
7.49	996.629	2.20355	1.16793
7.5	996.624	2.20639	1.17005
7.51	996.619	2.20924	1.17216
7.52	996.614	2.21209	1.17428
7.53	996.609	2.21495	1.17641
7.54	996.604	2.21781	1.17853
7.55	996.599	2.22067	1.18066
7.56	996.594	2.22354	1.18279
7.57	996.589	2.22641	1.18492
7.58	996.584	2.22928	1.18706
7.59	996.579	2.23216	1.1892
7.6	996.574	2.23504	1.19134
7.61	996.569	2.23793	1.19348
7.62	996.564	2.24082	1.19563
7.63	996.559	2.24371	1.19778
7.64	996.553	2.2466	1.19993
7.65	996.548	2.2495	1.20209
7.66	996.543	2.25241	1.20425
7.67	996.538	2.25532	1.20641
7.68	996.533	2.25823	1.20857
7.69	996.528	2.26114	1.21074
7.7	996.523	2.26406	1.21291
7.71	996.518	2.26698	1.21508
7.72	996.513	2.26991	1.21726
7.73	996.508	2.27284	1.21943
